ID,Header Size,Payload Size,Packet Size,Average Packet Size,Average Payload Size,Average Header Size,
1,20,546,600,990.0,935.0,20.0,
2,20,0,54,990.0,935.0,20.0,
3,20,1,55,990.0,935.0,20.0,
4,20,74,128,990.0,935.0,20.0,
5,20,38,92,990.0,935.0,20.0,
6,20,46,100,990.0,935.0,20.0,
7,20,0,54,990.0,935.0,20.0,
8,20,46,100,990.0,935.0,20.0,
9,32,0,66,990.0,935.0,20.0,
10,20,46,100,990.0,935.0,20.0,
11,32,0,66,990.0,935.0,20.0,
12,20,0,54,990.0,935.0,20.0,
13,20,123,177,990.0,935.0,20.0,
14,20,0,54,990.0,935.0,20.0,
15,20,1,55,990.0,935.0,20.0,
16,20,1,55,990.0,935.0,20.0,
17,20,116,170,990.0,935.0,20.0,
18,20,1386,1440,990.0,935.0,20.0,
19,20,0,54,990.0,935.0,20.0,
20,20,1386,1440,990.0,935.0,20.0,
21,20,1155,1209,990.0,935.0,20.0,
22,20,46,100,990.0,935.0,20.0,
23,20,0,54,990.0,935.0,20.0,
24,20,46,100,990.0,935.0,20.0,
25,20,46,100,990.0,935.0,20.0,
26,32,0,66,990.0,935.0,20.0,
27,20,0,54,990.0,935.0,20.0,
28,20,0,54,990.0,935.0,20.0,
29,20,0,54,990.0,935.0,20.0,
30,20,1312,1366,990.0,935.0,20.0,
33,20,1386,1440,990.0,935.0,20.0,
34,20,1386,1440,990.0,935.0,20.0,
35,20,0,54,990.0,935.0,20.0,
36,20,1386,1440,990.0,935.0,20.0,
37,20,1386,1440,990.0,935.0,20.0,
38,20,0,54,990.0,935.0,20.0,
39,20,1386,1440,990.0,935.0,20.0,
40,20,1386,1440,990.0,935.0,20.0,
41,20,0,54,990.0,935.0,20.0,
42,20,1386,1440,990.0,935.0,20.0,
43,20,1386,1440,990.0,935.0,20.0,
44,20,0,54,990.0,935.0,20.0,
45,20,1386,1440,990.0,935.0,20.0,
46,20,1386,1440,990.0,935.0,20.0,
47,20,0,54,990.0,935.0,20.0,
48,20,1386,1440,990.0,935.0,20.0,
49,20,1386,1440,990.0,935.0,20.0,
50,20,0,54,990.0,935.0,20.0,
51,20,1386,1440,990.0,935.0,20.0,
52,20,1386,1440,990.0,935.0,20.0,
53,20,0,54,990.0,935.0,20.0,
54,20,1386,1440,990.0,935.0,20.0,
55,20,1386,1440,990.0,935.0,20.0,
56,20,0,54,990.0,935.0,20.0,
57,20,1386,1440,990.0,935.0,20.0,
58,20,1386,1440,990.0,935.0,20.0,
59,20,0,54,990.0,935.0,20.0,
60,20,1386,1440,990.0,935.0,20.0,
61,20,1386,1440,990.0,935.0,20.0,
62,20,0,54,990.0,935.0,20.0,
63,20,1386,1440,990.0,935.0,20.0,
64,20,1386,1440,990.0,935.0,20.0,
65,20,1386,1440,990.0,935.0,20.0,
66,20,0,54,990.0,935.0,20.0,
67,20,1386,1440,990.0,935.0,20.0,
68,20,1386,1440,990.0,935.0,20.0,
69,20,1386,1440,990.0,935.0,20.0,
70,20,1386,1440,990.0,935.0,20.0,
71,20,1386,1440,990.0,935.0,20.0,
72,20,1386,1440,990.0,935.0,20.0,
73,20,1386,1440,990.0,935.0,20.0,
74,20,1386,1440,990.0,935.0,20.0,
75,20,1386,1440,990.0,935.0,20.0,
76,20,0,54,990.0,935.0,20.0,
77,20,1386,1440,990.0,935.0,20.0,
78,20,1386,1440,990.0,935.0,20.0,
79,20,0,54,990.0,935.0,20.0,
80,20,1386,1440,990.0,935.0,20.0,
81,20,1386,1440,990.0,935.0,20.0,
82,20,0,54,990.0,935.0,20.0,
83,20,1386,1440,990.0,935.0,20.0,
84,20,1386,1440,990.0,935.0,20.0,
85,20,0,54,990.0,935.0,20.0,
86,20,1386,1440,990.0,935.0,20.0,
87,20,1386,1440,990.0,935.0,20.0,
88,20,0,54,990.0,935.0,20.0,
89,20,1386,1440,990.0,935.0,20.0,
90,20,1386,1440,990.0,935.0,20.0,
91,20,0,54,990.0,935.0,20.0,
92,20,1386,1440,990.0,935.0,20.0,
93,20,1386,1440,990.0,935.0,20.0,
94,20,0,54,990.0,935.0,20.0,
95,20,1386,1440,990.0,935.0,20.0,
96,20,1386,1440,990.0,935.0,20.0,
97,20,0,54,990.0,935.0,20.0,
98,20,1386,1440,990.0,935.0,20.0,
99,20,1386,1440,990.0,935.0,20.0,
100,20,0,54,990.0,935.0,20.0,
101,20,1386,1440,990.0,935.0,20.0,
102,20,1386,1440,990.0,935.0,20.0,
103,20,0,54,990.0,935.0,20.0,
104,20,1386,1440,990.0,935.0,20.0,
105,20,1386,1440,990.0,935.0,20.0,
106,20,0,54,990.0,935.0,20.0,
107,20,1386,1440,990.0,935.0,20.0,
108,20,1386,1440,990.0,935.0,20.0,
109,20,0,54,990.0,935.0,20.0,
110,20,1386,1440,990.0,935.0,20.0,
111,20,1386,1440,990.0,935.0,20.0,
112,20,0,54,990.0,935.0,20.0,
113,20,1386,1440,990.0,935.0,20.0,
114,20,1386,1440,990.0,935.0,20.0,
115,20,0,54,990.0,935.0,20.0,
116,20,1386,1440,990.0,935.0,20.0,
117,20,1386,1440,990.0,935.0,20.0,
118,20,0,54,990.0,935.0,20.0,
119,20,1386,1440,990.0,935.0,20.0,
120,20,1386,1440,990.0,935.0,20.0,
121,20,0,54,990.0,935.0,20.0,
