ID,Header Size,Payload Size,Packet Size,Average Packet Size,Average Payload Size,Average Header Size,
400,20,0,54,814.0,760.0,20.0,
401,20,0,54,814.0,760.0,20.0,
402,20,0,54,814.0,760.0,20.0,
403,20,0,54,814.0,760.0,20.0,
404,20,1,55,814.0,760.0,20.0,
405,32,0,66,814.0,760.0,20.0,
406,20,1,55,814.0,760.0,20.0,
407,32,0,66,814.0,760.0,20.0,
408,20,1,55,814.0,760.0,20.0,
409,32,0,66,814.0,760.0,20.0,
410,20,1,55,814.0,760.0,20.0,
411,32,0,66,814.0,760.0,20.0,
412,20,1,55,814.0,760.0,20.0,
413,32,0,66,814.0,760.0,20.0,
414,20,1,55,814.0,760.0,20.0,
415,32,0,66,814.0,760.0,20.0,
416,20,1,55,814.0,760.0,20.0,
417,32,0,66,814.0,760.0,20.0,
418,20,483,537,814.0,760.0,20.0,
419,20,0,54,814.0,760.0,20.0,
420,20,74,128,814.0,760.0,20.0,
421,20,38,92,814.0,760.0,20.0,
422,20,0,54,814.0,760.0,20.0,
423,20,46,100,814.0,760.0,20.0,
424,20,46,100,814.0,760.0,20.0,
425,20,0,54,814.0,760.0,20.0,
426,20,1,55,814.0,760.0,20.0,
427,32,0,66,814.0,760.0,20.0,
428,20,1,55,814.0,760.0,20.0,
429,32,0,66,814.0,760.0,20.0,
430,20,1,55,814.0,760.0,20.0,
431,32,0,66,814.0,760.0,20.0,
432,20,1,55,814.0,760.0,20.0,
433,32,0,66,814.0,760.0,20.0,
434,20,1,55,814.0,760.0,20.0,
435,32,0,66,814.0,760.0,20.0,
436,20,1,55,814.0,760.0,20.0,
437,32,0,66,814.0,760.0,20.0,
438,20,1,55,814.0,760.0,20.0,
439,32,0,66,814.0,760.0,20.0,
440,20,334,388,814.0,760.0,20.0,
441,20,685,739,814.0,760.0,20.0,
442,20,0,54,814.0,760.0,20.0,
444,20,1,55,814.0,760.0,20.0,
445,32,0,66,814.0,760.0,20.0,
446,20,1,55,814.0,760.0,20.0,
447,32,0,66,814.0,760.0,20.0,
448,20,1,55,814.0,760.0,20.0,
449,32,0,66,814.0,760.0,20.0,
450,20,499,553,814.0,760.0,20.0,
451,20,0,54,814.0,760.0,20.0,
452,20,74,128,814.0,760.0,20.0,
453,20,38,92,814.0,760.0,20.0,
454,20,0,54,814.0,760.0,20.0,
455,20,46,100,814.0,760.0,20.0,
456,20,46,100,814.0,760.0,20.0,
457,20,0,54,814.0,760.0,20.0,
458,20,482,536,814.0,760.0,20.0,
459,20,0,54,814.0,760.0,20.0,
460,20,74,128,814.0,760.0,20.0,
461,20,38,92,814.0,760.0,20.0,
462,20,46,100,814.0,760.0,20.0,
463,20,0,54,814.0,760.0,20.0,
464,20,46,100,814.0,760.0,20.0,
465,20,0,54,814.0,760.0,20.0,
469,32,0,66,814.0,760.0,20.0,
473,32,0,66,814.0,760.0,20.0,
474,20,0,54,814.0,760.0,20.0,
475,20,202,256,814.0,760.0,20.0,
476,20,1,55,814.0,760.0,20.0,
477,32,0,66,814.0,760.0,20.0,
478,20,0,54,814.0,760.0,20.0,
479,20,1386,1440,814.0,760.0,20.0,
480,20,1386,1440,814.0,760.0,20.0,
481,20,0,54,814.0,760.0,20.0,
482,20,309,363,814.0,760.0,20.0,
483,20,126,180,814.0,760.0,20.0,
484,20,850,904,814.0,760.0,20.0,
485,20,31,85,814.0,760.0,20.0,
486,20,0,54,814.0,760.0,20.0,
487,20,31,85,814.0,760.0,20.0,
488,20,0,54,814.0,760.0,20.0,
489,20,0,54,814.0,760.0,20.0,
490,20,0,54,814.0,760.0,20.0,
